comment_id,verdict,corrected_category,reason,_cat,_text,_m_vulgar,_m_miso,_m_threat,_m_sexual
C004847,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,నీ ఫ్యామిలీ లేడీస్ ను ఎవడైనా రోడ్డు మీదా ఇలా చేస్తే ఏంచేస్తాం బ్రో.,,,,
C004851,Wrong,Safe,"mild/neutral comment, no insult",Offensive,August vettai coming soon. Thalaiyoda athirady appatheriyum. Apparam copy ya remake ethu jeikum pakalam,,,,
C004852,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,entha mandi kallallo neellu tirigaayi,,,,
C004858,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Boycott దిశగా Liger,,,,
C004860,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,அப்பறம் ஏன் சார் விசிக கூட்டனணிக்கு வாக்கு போடுறீங்க? நாடக காதல் கும்பலை ஒரேயடியா ஒழிக்கனும்னு இவ்வளவு உணர்சிய உள்ளுக்குள் வச்சுக்கொண்டு ஏன்யா விசிக கூட்டணிக்கு வோட்டு போடுறீங்க,,,,
C004864,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,ஏய் மண்டகாஞ்சி போயிருக்க ஒவ்வொருதரையும் துண்டுதுண்டா வெட்டி போட்டுருவேன்...,,,,
C004869,Wrong,Safe,"mild/neutral comment, no insult",Offensive,🤣🤣🤣Maran waiting la panavendam poi saavunga Ajith fans,,,,
C004872,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Nija bro urkolli bidi.,,,,
C004878,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,ಬಾರ್ಡರ್ ನಲ್ಲಿಚೀನಾ ಚಕ್ಕಗಳ ಆಟ ಟಿಕ್ ಟಾಕ್ ನಲ್ಲಿ ಟ್ಯಾಲೆಂಟ್ ಇಲ್ಲದವರು ಕೊಡ್ತಾ ಇದಾರೆ ಕಾಟ ಟೋಟಲ್ ಆಗಿ ಟಿಕ್ ಟಾಕ್ ನನ್ ಶಾ[],,,,
C004883,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,ನಾವೇ thukali stars ಅಂತ ಟಿಕ್ tak maritha idru ಕೆಲ sade ಗಳು ivaga ಮನೇಲಿ ಮುಸುರೆ ತಿಕ್ಕಿ baddetava,,,,
C004884,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Just 6k likes left for 300k likes,,,,
C004895,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Vijay Sethupathi ke ino build up panirkalaam,,,,
C004896,Wrong,Offensive,vulgar insult but no group/gender hate target,Hate Speech,Erripuk gallu meru,\berri,,,
C004897,Correct,,vulgar/rude insult present,Offensive,nayak ನಿಮ್ಮ ಅವ್ವ ಊರ್ ಹಾದರಗಿತ್ತಿ ಅಂತೇ 🤣🤣🤣🤣ಒನ್ ನೈಟ್ ಕಳ್ಸ್ಕೊಡು ನಿಂಗೆ ತಮ್ಮ ನ್ನ ಕೊಡ್ತೀನಿ... ಲೋ ಚೋದು bookmyshow alli hogi nodu ದಬಾಕ್ 3 ರೇಟಿಂಗ್ಸ್ 63% ede. ಇನ್ನು ಒನ್ ವೀಕ್ ಆಗಿಲ್ಲ ತು.. ಹೋಗಿ ಒಡೆಯ ರೇಟಿಂಗ್ಸ್ ನೋಡು 15 ಡೇಸ್ ಆದ್ರೂ 80% ಇದೇ... ನೋಡು ಬೇಕಾದ್ರೆ ಗಾಂಡು ಸುಮ್ನೆ ಯಾಕ್ ತಿಕಾ ಉರ್ಕೋತಿಯ ಲೌಡೆ... ನಿಮ್ಮ ಲುಚ್ಚಾ continues 4 ಫ್ಲಾಪ್ ಫಿಲಂ ಕೊಟ್ಟ ಯಾಪ್ಪಾ ತು ಫ್ಲಾಪ್ ಸ್ಟಾರ್ ಬಳೆಗಾರ 🤣🤣🤣🤣🤣..,ಲೌಡ,,,
C004898,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,పాల్ Comedy చేసినట్టు ఉన్నా పాల్ చెప్పేది 100 నిజం…,,,,
C004900,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,deenamma jeevitam job lu vodilesi neetho vochi poraataalu cheyali anpistundi anna,,,,
C004903,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Dei gotha Hip Hop adhi Un suthula bedhi.. Thalapathy kalaikirya gotha keechiruva da kudhi..,,,,
C004905,Wrong,Safe,"mild/neutral comment, no insult",Offensive,தவடியா மவங்களா ...தமிழன் என்னைக்கும் தளபதி தான்,,,,
C004915,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Keela avlo Peru irunthum epdi da mela vantha... VJS: Atha keela irukavanta kelu da,,,,
C004918,Wrong,Safe,"mild/neutral comment, no insult",Offensive,MONSTER_KANNADA nಆಯ್ತು ಕಣೋ.... ಇವಾಗ ನೀನು ನನಗಿಂತ ದೊಡ್ಡ ಷಂಡ ಅಲ್ಲ ಅನ್ನೋದಾದ್ರೆ ನಿನ್ mobile no. ಹಾಕೋಕೆ ಏನೋ ಕಷ್ಟ???? ನೀನ್ ನಿನ್ mobile no. ನಿನ್ ನಿಜವಾದ ಹೆಸರು ಹಾಕ್ಲಿಲ್ಲ ಅಂದ್ರೆ.... ಮೇಲೆ ನೀನು ಬೈದಿರೋ ಅಷ್ಟೂ comments ನಿಂಗೆ ಉಲ್ಟಾ ಆಗ್ಲಿ.... ನಿನ್ನಮ್ಮನ್,,,,
C004924,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Janasena evarithoo kaliste vallu Sanka naki poddi,,,,
C004931,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Antha kaalaththu Taiwan video games maathiri irukku.. kodumai,,,,
C004933,Wrong,Safe,"mild/neutral comment, no insult",Offensive,marana mokka teaser.............better than vedalam teaser,,,,
C004934,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Telugu rastrala nayakulu matlade matalaku pichilestundi,,,,
C004936,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Idhula kooda football la pathi edho visiyam iruku Aana Bigil padathula...,,,,
C004940,Wrong,Safe,"mild/neutral comment, no insult",Offensive,First adu yava app anta tilkolo g m n,,,,
C004944,Correct,,vulgar/rude insult present,Offensive,R Nim amman/akkan bagge baidna loude... Suvar gandu andre Neenu adkke baide... Ella nim DBabes Thara ne,\bgandu\b,,,
C004949,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Arey edi ammai kadura anti,,,,
C004951,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Wish panrathula kuda jaathiya..Jaathiye vendanu tha intha maari padam edukaranga . Ana Inga paatha wish panravan poora aalukoru jaathiya sollitu pora... Nanbargal ellarum nalla enathula tha wish panringa... Irunthalum jaathi per podrathu avvalavu sariya illa.. etho Oru vithathula thappatha irukku...,,,,
C004961,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,police forest department 2kalasi poraadaaru paapam daani baari nundi prajalni,,,,
C004969,Wrong,Offensive,vulgar insult but no group/gender hate target,Hate Speech,jp nadda ki gudda pagili povali bjp vasthe telangana devolop avadhu,\bgudda\b,,,
C004971,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Akshay Kumar ku bathila Siva Kumar ah potrukanum thappu pannitanga,,,,
C004974,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Kittod nanmaklu maarayya,,,,
C004975,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Only bigil🤩..... Kaithi ?ethu enna trailer?,,,,
C004976,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Diwali Ku vandha nalla irukum asuran bigil kelmbi irukum,,,,
C004980,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,chaalaa chakkaga tikamaka lekunda navala meeda cinema meeda aasakti perigela vivarinchaarudhanyavaadaalu,,,,
C004984,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Padam paathutu trailer paakuravaga like poduga,,,,
C004986,Wrong,Offensive,vulgar insult but no group/gender hate target,Hate Speech,"Trailer vera level... Aana ini mel mood vanthichu na un jaadhi ponnoda bittu padam mattum paarunga indian bhabhi, naughty america, Brazzers lam paaka kudathu ok va jaadhi pundaingala 🤣🤣🤣",\bpunda,,,
C004991,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,moothiki unna mask teesi pettu brow postlekunte bhayapadutunnav anukuntaaru,,,,
C004993,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,idhi ee veediyo ennisaarlu chushano ennisaarlu navvukunnano naake tiliyadu,,,,
C005003,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,aahaan..... aracha maava arapomaa.....thovacha thuniya thovapomaa...,,,,
C005017,Wrong,Offensive,vulgar insult but no group/gender hate target,Hate Speech,ne notlo na modda delete cheeyi ra gandu,\bmodda,,,
C005025,Wrong,Safe,"mild/neutral comment, no insult",Offensive,43k dislikes katharals... avalovu bayama....,,,,
C005026,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,paruchuri gopala krishna gaari kii namaste mimmulanu modatisaari bhargava ramudi cinemalo chusanu super verity action saar,,,,
C005027,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Ennada “ellam Avan seyal “ movie remake ka?..,,,,
C005028,Wrong,Safe,"mild/neutral comment, no insult",Offensive,v kudlu elladidre nindu tegedu kodu bvc ninna luccjanige handidu maasa kodu modalu baavali chalpat Singh side actor🤣🤣,,,,
C005029,Wrong,Safe,"mild/neutral comment, no insult",Offensive,"நானும் ரொம்ப வருஷமா பாத்துட்டு இருக்கேன் விஜய் அண்ணா கெட்டப் சேன்ஜ் பண்ணுவாருனு, காலம் மாறிடுச்சு, தொழில்நுட்பம் மாறிடுச்சு, நிறைய நடிகர்கள் வந்து போய்ட்டாங்க. நேத்து வந்த சிவகார்த்திகேயன் கூட கெட்டப் சேன்ஜ் பண்ணிட்டாப்ல, இன்னும் இவர் இப்படியேதான் இருக்கிறார். ---------- அண்ணா ரசிகைகளுக்கு: என்ன ரசனை உங்களுக்கு! உங்களினால் தான் இன்னும் தமிழ் சினிமா முன்னேறாமல் இருக்கிறது.",,,,
C005032,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,annaiah printing mission dwara 6093 kotla roopayalu vann day printing,,,,
C005037,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Adapaavingala trailer naa open pannumbodhu 6th view paarthu muduchitu varumbodhu 20k ahhh Thalaivaaaa nee gethu dhaaa,,,,
C005044,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,paavam amayan fans rombhe aadareenge.but deepavalikku unge nilamaya ninaicha ayyo pavam,,,,
C005046,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Shankar sir enna da panni vachi irrukaru nee movie da idhu,,,,
C005047,Correct,,vulgar/rude insult present,Offensive,mokka trailer da....ethuku than evalo scene aah...thuuu.....kevalam ethuku vedalamme paravala,\bthu+\b,,,
C005054,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,"Thalaivar munnadi Thalapathyum illa thalayum illa, thalaivar thaanda massu !!!",,,,
C005056,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Nan hero kaga padam pakaraven illa kathai kaga pakaraven.. Athu Puthusa irukanum.,,,,
C005058,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,"Siggu, neethi leni",,,,
C005064,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Dislikers naam tamizhar katchii pooleeee.... Parvalaiyaaa konje aalu irukkangaleee,,,,
C005067,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,கொரியன் படம் பாருங்க இதை விட சிறப்பாக இருக்கும் I saw the devil,,,,
C005075,Wrong,Offensive,vulgar insult but no group/gender hate target,Hate Speech,காலா.காபலி.அசுரன்.பாரியேரும்.பெருமள் வந்த அப்பே பெத்தினுபோன சாதி வெறி இப்பே வந்து நொட்டுதே 🤣🤣🤣poda punda passagala ungaluku sprota oru padam varuthu ila adhan attam athigama iruku,\bpunda,,,
C005077,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,"Emumdi le Narayana swamy... Court karchulu, lawyers karchulu...etc anni NEXT YEAR FEES PENCHI, VASULU CHESUKOVACHU... ANTHE GA.. PILLALA USURU TAGILINDI.",,,,
C005081,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Kolakandla irruka pudichavanga like here,,,,
C005090,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Kadasi santhanam oru comedian iruntha avanumyum ipadi matingila ya,,,,
C005091,Wrong,Safe,"mild/neutral comment, no insult",Offensive,ootha..sema trailer..intha mathiri padam eppa da varumnu irukukom...mohan bro...neega sema...kandipa ellaru family yoda poi paapom.oru ponnada annana soldren itha padam kandipa ella samugatha sertha pengalum parkanum,,,,
C005095,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Ella movie um KGF aaida mudiyaathu da,,,,
C005103,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,mea saahasaanikimi samskaaraaniki kooti dandaalu,,,,
C005107,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Trailer செம ஆனா Bgm கேட்டவுடனே ராஜா அவர்களின் பேட்டி '96 படத்தை குறித்து பேசியது எனக்கு ஏன் இப்ப ஞாபகத்துக்கு வரனும்..,,,,
C005112,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Mokka mokka mokka trailer டா அஜித் fans பாவம் டா,,,,
C005116,Wrong,Offensive,vulgar insult but no group/gender hate target,Hate Speech,Ary west lanjakodukularaa.....,\blanja,,,
C005118,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Yem matladuthunnav ra? Naralu kattai poiniy Neeku lekkalenduku ra ayya? Weekend politician,,,,
C005120,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Sir. Movie bagge eradu matilla. Adre ivatu multiplex jasti agi bittive. Rate kooda bhayankara. Ondu nominal price idre hogbahudu. Tumba janru kooda primenalli,,,,
C005124,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,ఇ జోకర్ గానికి ఓటు ఎవడ్రా వేసింది #dont vote for malla reddy,,,,
C005128,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Avl amman tullu navenu Chinese mobile,,,,
C005134,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Adeii unnaku ethu thevaiya? Mugamidi part 2,,,,
C005136,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Soori comedy panranu yedho pannitu irukan,,,,
C005139,Wrong,Safe,"mild/neutral comment, no insult",Offensive,nayak ನಿಂಗ್ ತುಲ್ಲುಗೆ ಫ್ಲಾಪ್,,,,
C005140,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Hyy Eanyaa Vijay sethupathi ah last ah intro pannenkaa.,,,,
