comment_id,platform,platform_original,comment,language,script,english_translation,translation_status,category,category_original,label,severity,toxicity_score,sentiment
C020031,YouTube,YouTube,Schools should conduct classes on cyber safety that's it.,English,Roman,schools should conduct classes on cyber safety that's it.,not_required_english,Safe,Neutral,0,Low,0.07,Neutral
C020032,X,Twitter/X,"విను, మహిళా భద్రతా యాప్‌లను డౌన్‌లోడ్ చేసుకోవడం మంచిది ఇది ఫైనల్.",Telugu,Telugu,"listen, downloading women's safety apps is a good idea this is final.",translated,Safe,Neutral,0,Low,0.11,Neutral
C020033,X,Twitter/X,"Okka maata, Nuvvu lekapothe ee page antha interesting-ga undadu Ok na?",Roman Telugu,Roman,"one thing, without you this page wouldn't be this interesting ok?",translated,Sexual Harassment,Misogyny,3,High,0.79,Negative
C020034,Other,Facebook,"See here, I want to spend time alone with you that's it. 🔥",English,Roman,"see here, I want to spend time alone with you that's it.",not_required_english,Sexual Harassment,Misogyny,3,High,0.75,Neutral
C020035,Other,Telegram,"By the way, this discussion on workplace safety is good remember this.",English,Roman,"by the way, this discussion on workplace safety is good remember this.",not_required_english,Safe,Neutral,0,Low,0.13,Positive
C020036,Other,Facebook,"చూడు, వీళ్ళు అందరూ ఒకటే గ్రూప్‌లో ఉంటారు, నమ్మడానికి లేదు నిజంగా. ...",Telugu,Telugu,"look, they're all part of the same group, can't be trusted really.",translated,Hate Speech,Hate,2,High,0.68,Negative
C020037,X,Twitter/X,"Vinu, Idi teeseyakapote neeku teliyakunda edaina jarugutundi Idi nijam.",Roman Telugu,Roman,"listen, if you don't take this down, something will happen without you knowing this is true.",translated,Threat,Threat,4,High,0.82,Negative
C020038,YouTube,YouTube,"చూడు, రిప్లై ఇవ్వకపోతే ఏం జరుగుతుందో నీకే తెలుస్తుంది ఇది నిజం.",Telugu,Telugu,"look, if you don't reply you'll find out what happens this is true.",translated,Threat,Threat,4,High,0.87,Neutral
C020039,YouTube,YouTube,"Chudu, Enduku antha negative-ga untav eppudu Arthamaindha? 😤",Roman Telugu,Roman,"look, why are you always so negative got it?",translated,Offensive,Offensive,1,Medium,0.35,Negative
C020040,Other,ShareChat,"Mava, Cyber bhadratha gurinchi ilanti samacharam chala mandiki avasaram Anthe. 🙄",Roman Telugu,Roman,"bro, information like this on cyber safety is needed by many people that's it.",translated,Safe,Neutral,0,Low,0.04,Neutral
C020041,Other,Koo,"మావా, వీళ్ళందరూ చేసేది కేవలం డ్రామానే ఇది నిజం. 😡",Telugu,Telugu,"bro, all they do is drama this is true.",translated,Hate Speech,Hate,2,High,0.84,Negative
C020042,YouTube,YouTube,"Bro, it's a good sign that police are responding quickly in such cases ok?",English,Roman,"bro, it's a good sign that police are responding quickly in such cases ok?",not_required_english,Safe,Neutral,0,Low,0.08,Neutral
C020043,X,Twitter/X,"Vinu, Nee school/office ekkado kuda naaku telusu Arthamaindha? ...",Roman Telugu,Roman,"listen, I even know where your school/office is got it?",translated,Threat,Threat,4,High,0.81,Negative
C020044,YouTube,YouTube,"ఇలా చూడు, ఈ పోస్ట్ చాలామందికి సహాయపడుతుంది నమ్ము నన్ను. 😔",Telugu,Telugu,"see here, this post will help a lot of people trust me.",translated,Safe,Neutral,0,Low,0.14,Positive
C020045,Other,Koo,If you don't reply to this comment I'll come to your DM ok? 😢,English,Roman,if you don't reply to this comment I'll come to your DM ok?,not_required_english,Sexual Harassment,Misogyny,3,High,0.85,Negative
C020046,YouTube,YouTube,"Vinu, Inko selfie pettu kaastha closeup-ga Ok na?",Roman Telugu,Roman,"listen, post another selfie, closer ok?",translated,Sexual Harassment,Misogyny,3,High,0.81,Negative
C020047,X,Twitter/X,"ఒక్క మాట, ఈ చొరవ వల్ల చాలామందికి ధైర్యం వస్తుంది నిజంగా. 😤",Telugu,Telugu,"one thing, this initiative gives a lot of people courage really.",translated,Safe,Neutral,0,Low,0.08,Positive
C020048,X,Twitter/X,"నిజం చెప్పాలంటే, నీ కామెంట్లు చదివితే తలనొప్పి వస్తుంది అర్థమైందా? ...",Telugu,Telugu,"honestly, reading your comments gives me a headache got it?",translated,Offensive,Offensive,1,Medium,0.52,Negative
C020049,X,Twitter/X,"Look, this community is very supportive that's it. #WomenSafety",English,Roman,"look, this community is very supportive that's it.",not_required_english,Safe,Neutral,0,Low,0.05,Positive
C020050,YouTube,YouTube,"నిజం చెప్పాలంటే, నువ్వు చాలా అందంగా ఉన్నావు, నా నెంబర్ ఇస్తా మాట్లాడదాం ప్రైవేట్‌గా సీరియస్‌గా.",Telugu,Telugu,"honestly, you look so beautiful, let me give you my number, let's talk privately seriously.",translated,Sexual Harassment,Misogyny,3,High,0.85,Negative
C020051,Other,Facebook,"Vinu, Dini kante better content ekkadaina dorukutundi Ok na? 😢",Roman Telugu,Roman,"listen, you can find better content anywhere than this ok?",translated,Offensive,Offensive,1,Medium,0.52,Negative
C020052,YouTube,YouTube,"చూడు, ఇలాంటి హెల్ప్‌లైన్ నంబర్లు అందరికీ తెలియజేయాలి నిజంగా. ...",Telugu,Telugu,"look, helpline numbers like this should be made known to everyone really.",translated,Safe,Neutral,0,Low,0.04,Neutral
C020053,Other,Telegram,"Listen, I can't ignore a girl who looks this good remember this. 😔",English,Roman,"listen, I can't ignore a girl who looks this good remember this.",not_required_english,Sexual Harassment,Misogyny,3,High,0.83,Negative
C020054,YouTube,YouTube,"Mava, Help kavalante evarini sampradhinchalo spashtamga cheppāru Ok na? 😤",Roman Telugu,Roman,"bro, you clearly explained who to contact for help ok?",translated,Safe,Neutral,0,Low,0.15,Positive
C020055,Other,Instagram,"By the way, there's no need to take people like this seriously at all ok? 😤",English,Roman,"by the way, there's no need to take people like this seriously at all ok?",not_required_english,Hate Speech,Hate,2,High,0.63,Negative
C020056,YouTube,YouTube,Nee photos konni pampinchu private-ga Idi nijam.,Roman Telugu,Roman,send me some of your photos privately this is true.,translated,Sexual Harassment,Misogyny,3,High,0.84,Neutral
C020057,X,Twitter/X,"ఒక్క మాట, నీ నంబర్ ఎవరో ఇచ్చారు, ఫ్రెండ్‌షిప్ చేద్దామా అంతే.",Telugu,Telugu,"one thing, someone gave me your number, shall we be friends that's it.",translated,Sexual Harassment,Misogyny,3,High,0.63,Negative
C020058,YouTube,YouTube,"ఏయ్, నిన్ను చూసి కంట్రోల్ చేసుకోవడం కష్టంగా ఉంది నిజంగా. 🙄",Telugu,Telugu,"hey, it's hard to control myself seeing you really.",translated,Sexual Harassment,Misogyny,3,High,0.89,Negative
C020059,YouTube,YouTube,"ఊరికే చెప్తున్నా, మహిళా భద్రతా యాప్‌లను డౌన్‌లోడ్ చేసుకోవడం మంచిది నమ్ము నన్ను. !!!",Telugu,Telugu,"just saying, downloading women's safety apps is a good idea trust me.",translated,Safe,Neutral,0,Low,0.02,Positive
C020060,YouTube,YouTube,"By the way, Nee number naaku ippatike telusu, palakariste tappa Idi final. ...",Roman Telugu,Roman,"by the way, I already know your number, is it wrong to say hi this is final.",translated,Sexual Harassment,Misogyny,3,High,0.62,Neutral
C020061,YouTube,YouTube,"By the way, Ilanti adavalla valle magavallu badhapadedi Nammu nannu. ??",Roman Telugu,Roman,"by the way, it's because of women like these that men suffer trust me.",translated,Hate Speech,Hate,2,High,0.71,Negative
C020062,Other,Instagram,"Nijam cheppalante, Inta chettha video eppudu chudaledu Idi final. ...",Roman Telugu,Roman,"honestly, never seen such a trash video this is final.",translated,Offensive,Offensive,1,Medium,0.48,Negative
C020063,Other,Facebook,Feminists valle samajam padaipotundi Seriously-ga. 😤,Roman Telugu,Roman,feminists are ruining society seriously.,translated,Hate Speech,Hate,2,High,0.63,Negative
C020064,Other,Facebook,నీలాంటి వాళ్ళు వల్లే సోషల్ మీడియా పాడైపోయింది అంతే.,Telugu,Telugu,people like you have ruined social media that's it.,translated,Offensive,Offensive,1,Medium,0.38,Negative
C020065,YouTube,YouTube,"బై ద వే, ఇది ఆఖరి వార్నింగ్, తర్వాత నేను ఏమి చేసినా నీదే బాధ్యత సీరియస్‌గా.",Telugu,Telugu,"by the way, this is the last warning, whatever I do after this is your responsibility seriously.",translated,Threat,Threat,4,High,0.96,Negative
C020066,X,Twitter/X,"Bro, every woman deserves to feel safe trust me. 😔",English,Roman,"bro, every woman deserves to feel safe trust me.",not_required_english,Safe,Neutral,0,Low,0.12,Positive
C020067,Other,ShareChat,"విను, నీలాంటి వాళ్ళు వల్లే సోషల్ మీడియా పాడైపోయింది సీరియస్‌గా. !!!",Telugu,Telugu,"listen, people like you have ruined social media seriously.",translated,Offensive,Offensive,1,Medium,0.52,Negative
C020068,X,Twitter/X,"Just saying, give me your number, let's talk specially every day remember this. #WomenSafety",English,Roman,"just saying, give me your number, let's talk specially every day remember this.",not_required_english,Sexual Harassment,Misogyny,3,High,0.85,Neutral
C020069,YouTube,YouTube,"చూడు, ఇది చివరిసారి చెప్తున్నా, తర్వాత జరిగేదానికి నేను బాధ్యుడిని కాదు ఇది నిజం. smh",Telugu,Telugu,"look, I'm saying this for the last time, I'm not responsible for what happens next this is true.",translated,Threat,Threat,4,High,0.93,Negative
C020070,YouTube,YouTube,"Nijam cheppalante, Mahilala bhadratha gurinchi maatladatam chala mukhyam Nammu nannu. 😔",Roman Telugu,Roman,"honestly, talking about women's safety is very important trust me.",translated,Safe,Neutral,0,Low,0.02,Positive
C020071,YouTube,YouTube,"Vinu, Nuvvu maatladedi eppudu artham lekunda untundi Nammu nannu.",Roman Telugu,Roman,"listen, what you say never makes any sense trust me.",translated,Offensive,Offensive,1,Medium,0.46,Negative
C020072,YouTube,YouTube,"Ila chudu, Ilanti adavalla valle magavallu badhapadedi Idi final.",Roman Telugu,Roman,"see here, it's because of women like these that men suffer this is final.",translated,Hate Speech,Hate,2,High,0.73,Negative
C020073,Other,Facebook,"One thing, every woman deserves to feel safe trust me. #WomenSafety",English,Roman,"one thing, every woman deserves to feel safe trust me.",not_required_english,Safe,Neutral,0,Low,0.02,Positive
C020074,YouTube,YouTube,"నిజం చెప్పాలంటే, ఆడవాళ్ళకి సొంత ఒపీనియన్ ఉండదు, ఎవరో చెప్పింది వాడతారు ఇది నిజం. ??",Telugu,Telugu,"honestly, women don't have their own opinions, they just repeat what someone told them this is true.",translated,Hate Speech,Hate,2,High,0.74,Negative
C020075,Other,Koo,"Nijam cheppalante, Nee live chustunnapudu vere aalochanale vastunnayi Anthe.",Roman Telugu,Roman,"honestly, while watching your live, different thoughts keep coming that's it.",translated,Sexual Harassment,Misogyny,3,High,0.85,Negative
C020076,YouTube,YouTube,"ఒక్క మాట, ఈ డ్రెస్‌లో ఇంకా బాగా కనిపిస్తావు, ఇంకో పోజ్ పెట్టు #WomenSafety",Telugu,Telugu,"one thing, you'd look even better in this dress, post another pose",translated,Sexual Harassment,Misogyny,3,High,0.63,Negative
